indicator,API_UserName,obs_date,OpDiv,indicator_key,observations,curr_date
104.18.32.191,74198686107399967946,2024-03-23,VA,104.18.32.191_VA,47,2024-03-23
104.21.94.85,74198686107399967946,2024-03-23,VA,104.21.94.85_VA,4,2024-03-23
142.4.218.114,15920309593055310684,2024-03-23,CMS,142.4.218.114_CMS,40,2024-03-23
142.4.218.114,13983566077459384977,2024-03-23,FDA,142.4.218.114_FDA,10,2024-03-23
146.70.45.166,74198686107399967946,2024-03-23,VA,146.70.45.166_VA,42,2024-03-23
146.70.45.221,74198686107399967946,2024-03-23,VA,146.70.45.221_VA,16,2024-03-23
162.241.216.236,74198686107399967946,2024-03-23,VA,162.241.216.236_VA,2,2024-03-23
171.25.193.20,74198686107399967946,2024-03-23,VA,171.25.193.20_VA,9,2024-03-23
171.25.193.77,64853912235916233429,2024-03-23,OS,171.25.193.77_OS,1,2024-03-23
171.25.193.78,13983566077459384977,2024-03-23,FDA,171.25.193.78_FDA,3,2024-03-23
172.98.33.195,74198686107399967946,2024-03-23,VA,172.98.33.195_VA,16,2024-03-23
173.239.204.129,15920309593055310684,2024-03-23,CMS,173.239.204.129_CMS,4,2024-03-23
173.239.204.129,13983566077459384977,2024-03-23,FDA,173.239.204.129_FDA,3,2024-03-23
173.239.204.129,64853912235916233429,2024-03-23,OS,173.239.204.129_OS,1,2024-03-23
184.168.131.241,74198686107399967946,2024-03-23,VA,184.168.131.241_VA,3,2024-03-23
184.170.248.5,74198686107399967946,2024-03-23,VA,184.170.248.5_VA,10,2024-03-23
185.129.62.62,15920309593055310684,2024-03-23,CMS,185.129.62.62_CMS,148,2024-03-23
185.129.62.62,13983566077459384977,2024-03-23,FDA,185.129.62.62_FDA,23,2024-03-23
185.129.62.62,35664937356778434955,2024-03-23,HRSA,185.129.62.62_HRSA,6,2024-03-23
185.129.62.62,64853912235916233429,2024-03-23,OS,185.129.62.62_OS,7,2024-03-23
185.202.220.239,74198686107399967946,2024-03-23,VA,185.202.220.239_VA,13,2024-03-23
185.220.101.182,15920309593055310684,2024-03-23,CMS,185.220.101.182_CMS,64,2024-03-23
185.220.101.182,13983566077459384977,2024-03-23,FDA,185.220.101.182_FDA,14,2024-03-23
185.220.101.182,64853912235916233429,2024-03-23,OS,185.220.101.182_OS,4,2024-03-23
185.220.101.58,15920309593055310684,2024-03-23,CMS,185.220.101.58_CMS,18,2024-03-23
185.220.101.58,13983566077459384977,2024-03-23,FDA,185.220.101.58_FDA,7,2024-03-23
185.220.101.58,64853912235916233429,2024-03-23,OS,185.220.101.58_OS,1,2024-03-23
185.220.101.60,15920309593055310684,2024-03-23,CMS,185.220.101.60_CMS,54,2024-03-23
185.220.101.60,13983566077459384977,2024-03-23,FDA,185.220.101.60_FDA,12,2024-03-23
185.220.101.60,35664937356778434955,2024-03-23,HRSA,185.220.101.60_HRSA,1,2024-03-23
185.220.101.60,64853912235916233429,2024-03-23,OS,185.220.101.60_OS,3,2024-03-23
185.230.63.171,00818860012482918321,2024-03-23,CDC,185.230.63.171_CDC,11,2024-03-23
185.230.63.171,13520457953477229971,2024-03-23,HHS,185.230.63.171_HHS,11,2024-03-23
185.230.63.171,35664937356778434955,2024-03-23,HRSA,185.230.63.171_HRSA,7,2024-03-23
185.34.33.2,15920309593055310684,2024-03-23,CMS,185.34.33.2_CMS,24,2024-03-23
185.34.33.2,35664937356778434955,2024-03-23,HRSA,185.34.33.2_HRSA,3,2024-03-23
185.34.33.2,64853912235916233429,2024-03-23,OS,185.34.33.2_OS,5,2024-03-23
185.99.133.112,64853912235916233429,2024-03-23,OS,185.99.133.112_OS,2,2024-03-23
188.119.66.107,64853912235916233429,2024-03-23,OS,188.119.66.107_OS,2,2024-03-23
192.229.221.95,15920309593055310684,2024-03-23,CMS,192.229.221.95_CMS,49,2024-03-23
192.229.221.95,13983566077459384977,2024-03-23,FDA,192.229.221.95_FDA,224,2024-03-23
192.229.221.95,35664937356778434955,2024-03-23,HRSA,192.229.221.95_HRSA,44,2024-03-23
192.241.239.16,13520457953477229971,2024-03-23,HHS,192.241.239.16_HHS,16,2024-03-23
192.241.239.16,64853912235916233429,2024-03-23,OS,192.241.239.16_OS,1,2024-03-23
192.42.116.191,13983566077459384977,2024-03-23,FDA,192.42.116.191_FDA,4,2024-03-23
192.42.116.191,35664937356778434955,2024-03-23,HRSA,192.42.116.191_HRSA,4,2024-03-23
192.42.116.192,13983566077459384977,2024-03-23,FDA,192.42.116.192_FDA,1,2024-03-23
192.42.116.192,64853912235916233429,2024-03-23,OS,192.42.116.192_OS,2,2024-03-23
198.16.66.124,64853912235916233429,2024-03-23,OS,198.16.66.124_OS,2,2024-03-23
198.185.159.144,74198686107399967946,2024-03-23,VA,198.185.159.144_VA,48,2024-03-23
198.185.159.145,74198686107399967946,2024-03-23,VA,198.185.159.145_VA,96,2024-03-23
198.199.114.69,15920309593055310684,2024-03-23,CMS,198.199.114.69_CMS,6,2024-03-23
203.99.187.137,15920309593055310684,2024-03-23,CMS,203.99.187.137_CMS,4,2024-03-23
207.244.89.161,64853912235916233429,2024-03-23,OS,207.244.89.161_OS,2,2024-03-23
31.184.236.63,13983566077459384977,2024-03-23,FDA,31.184.236.63_FDA,20,2024-03-23
31.184.236.63,35664937356778434955,2024-03-23,HRSA,31.184.236.63_HRSA,14,2024-03-23
37.19.200.151,74198686107399967946,2024-03-23,VA,37.19.200.151_VA,2,2024-03-23
39.144.144.17,15920309593055310684,2024-03-23,CMS,39.144.144.17_CMS,2,2024-03-23
43.158.217.16,13520457953477229971,2024-03-23,HHS,43.158.217.16_HHS,2,2024-03-23
45.137.22.150,74198686107399967946,2024-03-23,VA,45.137.22.150_VA,2,2024-03-23
45.227.254.26,15920309593055310684,2024-03-23,CMS,45.227.254.26_CMS,6,2024-03-23
45.227.254.26,64853912235916233429,2024-03-23,OS,45.227.254.26_OS,6,2024-03-23
45.9.148.219,13983566077459384977,2024-03-23,FDA,45.9.148.219_FDA,1,2024-03-23
46.8.198.196,15920309593055310684,2024-03-23,CMS,46.8.198.196_CMS,46,2024-03-23
46.8.198.196,13983566077459384977,2024-03-23,FDA,46.8.198.196_FDA,34,2024-03-23
46.8.198.196,13520457953477229971,2024-03-23,HHS,46.8.198.196_HHS,1,2024-03-23
46.8.198.196,35664937356778434955,2024-03-23,HRSA,46.8.198.196_HRSA,3,2024-03-23
46.8.198.196,64853912235916233429,2024-03-23,OS,46.8.198.196_OS,8,2024-03-23
46.8.198.196,74198686107399967946,2024-03-23,VA,46.8.198.196_VA,2,2024-03-23
65.108.193.142,15920309593055310684,2024-03-23,CMS,65.108.193.142_CMS,4,2024-03-23
65.254.248.145,74198686107399967946,2024-03-23,VA,65.254.248.145_VA,1,2024-03-23
67.216.224.62,74198686107399967946,2024-03-23,VA,67.216.224.62_VA,2,2024-03-23
80.94.95.204,13520457953477229971,2024-03-23,HHS,80.94.95.204_HHS,13,2024-03-23
89.185.85.140,15920309593055310684,2024-03-23,CMS,89.185.85.140_CMS,32,2024-03-23
89.185.85.140,13983566077459384977,2024-03-23,FDA,89.185.85.140_FDA,1,2024-03-23
89.185.85.140,64853912235916233429,2024-03-23,OS,89.185.85.140_OS,2,2024-03-23
92.53.96.4,74198686107399967946,2024-03-23,VA,92.53.96.4_VA,2,2024-03-23
adobesign@adobesign.com,13983566077459384977,2024-03-23,FDA,adobesign@adobesign.com_FDA,5,2024-03-23
adobesign@adobesign.com,74198686107399967946,2024-03-23,VA,adobesign@adobesign.com_VA,1,2024-03-23
aka.ms/o0ukef,13983566077459384977,2024-03-23,FDA,aka.ms/o0ukef_FDA,2,2024-03-23
autonotification@concursolutions.com,13983566077459384977,2024-03-23,FDA,autonotification@concursolutions.com_FDA,693,2024-03-23
autonotification@concursolutions.com,13520457953477229971,2024-03-23,HHS,autonotification@concursolutions.com_HHS,1059,2024-03-23
autonotification@concursolutions.com,74198686107399967946,2024-03-23,VA,autonotification@concursolutions.com_VA,24,2024-03-23
bostonproper@bostonproper.com,74198686107399967946,2024-03-23,VA,bostonproper@bostonproper.com_VA,1,2024-03-23
bounces@mail.na3.adobesign.com,13520457953477229971,2024-03-23,HHS,bounces@mail.na3.adobesign.com_HHS,6,2024-03-23
bounces@mail.na3.adobesign.com,74198686107399967946,2024-03-23,VA,bounces@mail.na3.adobesign.com_VA,1,2024-03-23
chastity@coalcountryhealth.com,13520457953477229971,2024-03-23,HHS,chastity@coalcountryhealth.com_HHS,3,2024-03-23
code.jquery.com,15920309593055310684,2024-03-23,CMS,code.jquery.com_CMS,49,2024-03-23
code.jquery.com,13983566077459384977,2024-03-23,FDA,code.jquery.com_FDA,3,2024-03-23
code.jquery.com,13520457953477229971,2024-03-23,HHS,code.jquery.com_HHS,4,2024-03-23
code.jquery.com,35664937356778434955,2024-03-23,HRSA,code.jquery.com_HRSA,846,2024-03-23
code.jquery.com,64853912235916233429,2024-03-23,OS,code.jquery.com_OS,2,2024-03-23
dse@eumail.docusign.net,13520457953477229971,2024-03-23,HHS,dse@eumail.docusign.net_HHS,5,2024-03-23
dse@eumail.docusign.net,74198686107399967946,2024-03-23,VA,dse@eumail.docusign.net_VA,1,2024-03-23
eprimus@nca-hq.com,74198686107399967946,2024-03-23,VA,eprimus@nca-hq.com_VA,1,2024-03-23
ghost.blueecho88.com,74198686107399967946,2024-03-23,VA,ghost.blueecho88.com_VA,8,2024-03-23
github.githubassets.com,15920309593055310684,2024-03-23,CMS,github.githubassets.com_CMS,14,2024-03-23
google,35664937356778434955,2024-03-23,HRSA,google_HRSA,2,2024-03-23
googlealerts-noreply@google.com,13983566077459384977,2024-03-23,FDA,googlealerts-noreply@google.com_FDA,592,2024-03-23
googlealerts-noreply@google.com,13520457953477229971,2024-03-23,HHS,googlealerts-noreply@google.com_HHS,34,2024-03-23
i.postimg.cc,15920309593055310684,2024-03-23,CMS,i.postimg.cc_CMS,16,2024-03-23
i.postimg.cc,35664937356778434955,2024-03-23,HRSA,i.postimg.cc_HRSA,8,2024-03-23
info@office.com,74198686107399967946,2024-03-23,VA,info@office.com_VA,1,2024-03-23
mailer@covideo.com,13520457953477229971,2024-03-23,HHS,mailer@covideo.com_HHS,3,2024-03-23
mailer@covideo.com,74198686107399967946,2024-03-23,VA,mailer@covideo.com_VA,2,2024-03-23
mass.gov,35664937356778434955,2024-03-23,HRSA,mass.gov_HRSA,3,2024-03-23
mass.gov,74198686107399967946,2024-03-23,VA,mass.gov_VA,25,2024-03-23
monitor.clickcease.com,15920309593055310684,2024-03-23,CMS,monitor.clickcease.com_CMS,5,2024-03-23
