indicator,API_UserName,obs_date,OpDiv,indicator_key,observations,curr_date
104.18.32.191,00818860012482918321,2024-02-12,CDC,104.18.32.191_CDC,2,2024-02-12
104.18.32.191,15920309593055310684,2024-02-12,CMS,104.18.32.191_CMS,9,2024-02-12
104.18.32.191,13520457953477229971,2024-02-12,HHS,104.18.32.191_HHS,2,2024-02-12
104.18.32.191,74198686107399967946,2024-02-12,VA,104.18.32.191_VA,47,2024-02-12
104.21.47.124,00818860012482918321,2024-02-12,CDC,104.21.47.124_CDC,8,2024-02-12
104.21.79.195,00818860012482918321,2024-02-12,CDC,104.21.79.195_CDC,15,2024-02-12
104.26.5.196,00818860012482918321,2024-02-12,CDC,104.26.5.196_CDC,6,2024-02-12
104.37.135.145,74198686107399967946,2024-02-12,VA,104.37.135.145_VA,4,2024-02-12
108.61.171.103,00818860012482918321,2024-02-12,CDC,108.61.171.103_CDC,29,2024-02-12
108.61.171.103,15920309593055310684,2024-02-12,CMS,108.61.171.103_CMS,30217,2024-02-12
138.199.21.209,15920309593055310684,2024-02-12,CMS,138.199.21.209_CMS,1,2024-02-12
138.199.21.209,13983566077459384977,2024-02-12,FDA,138.199.21.209_FDA,3,2024-02-12
138.199.21.209,35664937356778434955,2024-02-12,HRSA,138.199.21.209_HRSA,1,2024-02-12
138.199.21.209,64853912235916233429,2024-02-12,OS,138.199.21.209_OS,3,2024-02-12
141.95.22.153,13983566077459384977,2024-02-12,FDA,141.95.22.153_FDA,54,2024-02-12
141.95.22.153,64853912235916233429,2024-02-12,OS,141.95.22.153_OS,5,2024-02-12
142.4.218.114,15920309593055310684,2024-02-12,CMS,142.4.218.114_CMS,5,2024-02-12
142.4.218.114,13983566077459384977,2024-02-12,FDA,142.4.218.114_FDA,22,2024-02-12
142.4.218.114,64853912235916233429,2024-02-12,OS,142.4.218.114_OS,8,2024-02-12
146.70.103.228,64853912235916233429,2024-02-12,OS,146.70.103.228_OS,1,2024-02-12
146.70.103.228,74198686107399967946,2024-02-12,VA,146.70.103.228_VA,2,2024-02-12
146.70.45.166,74198686107399967946,2024-02-12,VA,146.70.45.166_VA,36,2024-02-12
146.70.45.182,64853912235916233429,2024-02-12,OS,146.70.45.182_OS,10,2024-02-12
171.25.193.20,13983566077459384977,2024-02-12,FDA,171.25.193.20_FDA,2,2024-02-12
171.25.193.20,64853912235916233429,2024-02-12,OS,171.25.193.20_OS,1,2024-02-12
171.25.193.20,74198686107399967946,2024-02-12,VA,171.25.193.20_VA,36,2024-02-12
171.25.193.25,15920309593055310684,2024-02-12,CMS,171.25.193.25_CMS,8,2024-02-12
171.25.193.25,13983566077459384977,2024-02-12,FDA,171.25.193.25_FDA,8,2024-02-12
171.25.193.25,64853912235916233429,2024-02-12,OS,171.25.193.25_OS,1,2024-02-12
171.25.193.77,15920309593055310684,2024-02-12,CMS,171.25.193.77_CMS,1,2024-02-12
171.25.193.77,13983566077459384977,2024-02-12,FDA,171.25.193.77_FDA,2,2024-02-12
171.25.193.77,35664937356778434955,2024-02-12,HRSA,171.25.193.77_HRSA,25,2024-02-12
171.25.193.77,64853912235916233429,2024-02-12,OS,171.25.193.77_OS,17,2024-02-12
171.25.193.77,74198686107399967946,2024-02-12,VA,171.25.193.77_VA,42,2024-02-12
172.104.124.74,15920309593055310684,2024-02-12,CMS,172.104.124.74_CMS,8,2024-02-12
172.98.33.195,74198686107399967946,2024-02-12,VA,172.98.33.195_VA,28,2024-02-12
173.239.204.130,64853912235916233429,2024-02-12,OS,173.239.204.130_OS,2,2024-02-12
173.239.204.131,64853912235916233429,2024-02-12,OS,173.239.204.131_OS,2,2024-02-12
184.168.131.241,74198686107399967946,2024-02-12,VA,184.168.131.241_VA,6,2024-02-12
184.170.248.5,74198686107399967946,2024-02-12,VA,184.170.248.5_VA,10,2024-02-12
184.185.2.12,64853912235916233429,2024-02-12,OS,184.185.2.12_OS,4,2024-02-12
184.185.2.12,74198686107399967946,2024-02-12,VA,184.185.2.12_VA,4,2024-02-12
185.129.62.62,15920309593055310684,2024-02-12,CMS,185.129.62.62_CMS,38,2024-02-12
185.129.62.62,13983566077459384977,2024-02-12,FDA,185.129.62.62_FDA,46,2024-02-12
185.129.62.62,35664937356778434955,2024-02-12,HRSA,185.129.62.62_HRSA,12,2024-02-12
185.129.62.62,64853912235916233429,2024-02-12,OS,185.129.62.62_OS,105,2024-02-12
185.202.220.239,74198686107399967946,2024-02-12,VA,185.202.220.239_VA,4,2024-02-12
185.202.220.65,64853912235916233429,2024-02-12,OS,185.202.220.65_OS,4,2024-02-12
185.220.101.182,15920309593055310684,2024-02-12,CMS,185.220.101.182_CMS,30,2024-02-12
185.220.101.182,13983566077459384977,2024-02-12,FDA,185.220.101.182_FDA,25,2024-02-12
185.220.101.182,35664937356778434955,2024-02-12,HRSA,185.220.101.182_HRSA,14,2024-02-12
185.220.101.182,64853912235916233429,2024-02-12,OS,185.220.101.182_OS,49,2024-02-12
185.220.101.58,15920309593055310684,2024-02-12,CMS,185.220.101.58_CMS,19,2024-02-12
185.220.101.58,13983566077459384977,2024-02-12,FDA,185.220.101.58_FDA,11,2024-02-12
185.220.101.58,35664937356778434955,2024-02-12,HRSA,185.220.101.58_HRSA,4,2024-02-12
185.220.101.58,64853912235916233429,2024-02-12,OS,185.220.101.58_OS,39,2024-02-12
185.220.101.60,15920309593055310684,2024-02-12,CMS,185.220.101.60_CMS,33,2024-02-12
185.220.101.60,13983566077459384977,2024-02-12,FDA,185.220.101.60_FDA,18,2024-02-12
185.220.101.60,35664937356778434955,2024-02-12,HRSA,185.220.101.60_HRSA,6,2024-02-12
185.220.101.60,64853912235916233429,2024-02-12,OS,185.220.101.60_OS,46,2024-02-12
185.230.63.171,00818860012482918321,2024-02-12,CDC,185.230.63.171_CDC,21,2024-02-12
185.230.63.171,13520457953477229971,2024-02-12,HHS,185.230.63.171_HHS,49,2024-02-12
185.230.63.171,35664937356778434955,2024-02-12,HRSA,185.230.63.171_HRSA,68,2024-02-12
185.34.33.2,15920309593055310684,2024-02-12,CMS,185.34.33.2_CMS,2,2024-02-12
185.34.33.2,13983566077459384977,2024-02-12,FDA,185.34.33.2_FDA,1,2024-02-12
185.34.33.2,64853912235916233429,2024-02-12,OS,185.34.33.2_OS,8,2024-02-12
185.99.133.112,64853912235916233429,2024-02-12,OS,185.99.133.112_OS,12,2024-02-12
192.241.239.16,35664937356778434955,2024-02-12,HRSA,192.241.239.16_HRSA,512,2024-02-12
192.42.116.191,15920309593055310684,2024-02-12,CMS,192.42.116.191_CMS,8,2024-02-12
192.42.116.191,35664937356778434955,2024-02-12,HRSA,192.42.116.191_HRSA,28,2024-02-12
192.42.116.191,64853912235916233429,2024-02-12,OS,192.42.116.191_OS,5,2024-02-12
192.42.116.192,15920309593055310684,2024-02-12,CMS,192.42.116.192_CMS,4,2024-02-12
192.42.116.192,35664937356778434955,2024-02-12,HRSA,192.42.116.192_HRSA,8,2024-02-12
192.42.116.192,64853912235916233429,2024-02-12,OS,192.42.116.192_OS,12,2024-02-12
198.16.66.156,64853912235916233429,2024-02-12,OS,198.16.66.156_OS,2,2024-02-12
198.16.74.204,64853912235916233429,2024-02-12,OS,198.16.74.204_OS,2,2024-02-12
198.16.74.205,64853912235916233429,2024-02-12,OS,198.16.74.205_OS,12,2024-02-12
198.185.159.144,74198686107399967946,2024-02-12,VA,198.185.159.144_VA,48,2024-02-12
198.185.159.145,74198686107399967946,2024-02-12,VA,198.185.159.145_VA,48,2024-02-12
198.98.49.203,15920309593055310684,2024-02-12,CMS,198.98.49.203_CMS,4,2024-02-12
198.98.49.203,64853912235916233429,2024-02-12,OS,198.98.49.203_OS,20,2024-02-12
201.183.247.58,15920309593055310684,2024-02-12,CMS,201.183.247.58_CMS,36,2024-02-12
203.99.187.137,15920309593055310684,2024-02-12,CMS,203.99.187.137_CMS,4,2024-02-12
206.72.195.89,74198686107399967946,2024-02-12,VA,206.72.195.89_VA,1,2024-02-12
207.244.71.82,64853912235916233429,2024-02-12,OS,207.244.71.82_OS,135,2024-02-12
207.244.71.84,64853912235916233429,2024-02-12,OS,207.244.71.84_OS,98,2024-02-12
207.244.89.161,64853912235916233429,2024-02-12,OS,207.244.89.161_OS,138,2024-02-12
207.244.89.162,64853912235916233429,2024-02-12,OS,207.244.89.162_OS,136,2024-02-12
208.87.233.190,13983566077459384977,2024-02-12,FDA,208.87.233.190_FDA,62,2024-02-12
208.87.233.190,13520457953477229971,2024-02-12,HHS,208.87.233.190_HHS,3,2024-02-12
209.126.85.168,00818860012482918321,2024-02-12,CDC,209.126.85.168_CDC,6,2024-02-12
216.24.57.253,00818860012482918321,2024-02-12,CDC,216.24.57.253_CDC,38,2024-02-12
216.24.57.253,15920309593055310684,2024-02-12,CMS,216.24.57.253_CMS,21960,2024-02-12
216.24.57.253,13983566077459384977,2024-02-12,FDA,216.24.57.253_FDA,4,2024-02-12
216.24.57.253,13520457953477229971,2024-02-12,HHS,216.24.57.253_HHS,39,2024-02-12
216.24.57.253,35664937356778434955,2024-02-12,HRSA,216.24.57.253_HRSA,120,2024-02-12
216.24.57.253,74198686107399967946,2024-02-12,VA,216.24.57.253_VA,96,2024-02-12
216.24.57.3,00818860012482918321,2024-02-12,CDC,216.24.57.3_CDC,41,2024-02-12
216.24.57.3,15920309593055310684,2024-02-12,CMS,216.24.57.3_CMS,19440,2024-02-12
216.24.57.3,13520457953477229971,2024-02-12,HHS,216.24.57.3_HHS,31,2024-02-12
216.24.57.3,35664937356778434955,2024-02-12,HRSA,216.24.57.3_HRSA,122,2024-02-12
216.24.57.3,74198686107399967946,2024-02-12,VA,216.24.57.3_VA,96,2024-02-12
23.106.56.38,35664937356778434955,2024-02-12,HRSA,23.106.56.38_HRSA,12,2024-02-12
23.106.56.38,64853912235916233429,2024-02-12,OS,23.106.56.38_OS,2,2024-02-12
23.106.56.54,64853912235916233429,2024-02-12,OS,23.106.56.54_OS,6,2024-02-12
31.184.236.63,15920309593055310684,2024-02-12,CMS,31.184.236.63_CMS,4,2024-02-12
31.184.236.63,13983566077459384977,2024-02-12,FDA,31.184.236.63_FDA,21,2024-02-12
31.184.236.63,35664937356778434955,2024-02-12,HRSA,31.184.236.63_HRSA,14,2024-02-12
37.19.200.155,74198686107399967946,2024-02-12,VA,37.19.200.155_VA,4,2024-02-12
45.15.158.154,13983566077459384977,2024-02-12,FDA,45.15.158.154_FDA,77,2024-02-12
45.15.158.154,64853912235916233429,2024-02-12,OS,45.15.158.154_OS,14,2024-02-12
45.227.254.26,13983566077459384977,2024-02-12,FDA,45.227.254.26_FDA,2,2024-02-12
45.227.254.26,64853912235916233429,2024-02-12,OS,45.227.254.26_OS,10,2024-02-12
46.8.198.196,15920309593055310684,2024-02-12,CMS,46.8.198.196_CMS,1227,2024-02-12
46.8.198.196,13983566077459384977,2024-02-12,FDA,46.8.198.196_FDA,702,2024-02-12
46.8.198.196,13520457953477229971,2024-02-12,HHS,46.8.198.196_HHS,4,2024-02-12
46.8.198.196,35664937356778434955,2024-02-12,HRSA,46.8.198.196_HRSA,157,2024-02-12
46.8.198.196,64853912235916233429,2024-02-12,OS,46.8.198.196_OS,1239,2024-02-12
46.8.198.196,74198686107399967946,2024-02-12,VA,46.8.198.196_VA,10,2024-02-12
50.215.39.49,74198686107399967946,2024-02-12,VA,50.215.39.49_VA,4,2024-02-12
51.89.138.221,74198686107399967946,2024-02-12,VA,51.89.138.221_VA,4,2024-02-12
62.182.84.146,64853912235916233429,2024-02-12,OS,62.182.84.146_OS,3,2024-02-12
62.182.98.170,64853912235916233429,2024-02-12,OS,62.182.98.170_OS,2,2024-02-12
65.254.248.145,74198686107399967946,2024-02-12,VA,65.254.248.145_VA,2,2024-02-12
67.225.140.4,15920309593055310684,2024-02-12,CMS,67.225.140.4_CMS,8,2024-02-12
68.156.159.10,64853912235916233429,2024-02-12,OS,68.156.159.10_OS,12,2024-02-12
68.71.247.130,74198686107399967946,2024-02-12,VA,68.71.247.130_VA,4,2024-02-12
68.71.254.6,74198686107399967946,2024-02-12,VA,68.71.254.6_VA,2,2024-02-12
68.82.141.145,64853912235916233429,2024-02-12,OS,68.82.141.145_OS,26,2024-02-12
85.239.53.49,13983566077459384977,2024-02-12,FDA,85.239.53.49_FDA,76,2024-02-12
88.198.28.6,74198686107399967946,2024-02-12,VA,88.198.28.6_VA,2,2024-02-12
89.185.85.140,15920309593055310684,2024-02-12,CMS,89.185.85.140_CMS,19,2024-02-12
89.185.85.140,13983566077459384977,2024-02-12,FDA,89.185.85.140_FDA,21,2024-02-12
89.185.85.140,35664937356778434955,2024-02-12,HRSA,89.185.85.140_HRSA,3,2024-02-12
89.185.85.140,64853912235916233429,2024-02-12,OS,89.185.85.140_OS,70,2024-02-12
89.185.85.140,74198686107399967946,2024-02-12,VA,89.185.85.140_VA,24,2024-02-12
adobesign@adobesign.com,13983566077459384977,2024-02-12,FDA,adobesign@adobesign.com_FDA,6,2024-02-12
adobesign@adobesign.com,13520457953477229971,2024-02-12,HHS,adobesign@adobesign.com_HHS,2,2024-02-12
adobesign@adobesign.com,74198686107399967946,2024-02-12,VA,adobesign@adobesign.com_VA,1,2024-02-12
alphastand.win,74198686107399967946,2024-02-12,VA,alphastand.win_VA,6,2024-02-12
app.hive.co,15920309593055310684,2024-02-12,CMS,app.hive.co_CMS,4,2024-02-12
autonotification@concursolutions.com,13983566077459384977,2024-02-12,FDA,autonotification@concursolutions.com_FDA,590,2024-02-12
autonotification@concursolutions.com,13520457953477229971,2024-02-12,HHS,autonotification@concursolutions.com_HHS,1045,2024-02-12
autonotification@concursolutions.com,74198686107399967946,2024-02-12,VA,autonotification@concursolutions.com_VA,28,2024-02-12
bounces@mail.na3.adobesign.com,13520457953477229971,2024-02-12,HHS,bounces@mail.na3.adobesign.com_HHS,13,2024-02-12
bounces@mail.na3.adobesign.com,74198686107399967946,2024-02-12,VA,bounces@mail.na3.adobesign.com_VA,1,2024-02-12
call.colorschemeas.com,74198686107399967946,2024-02-12,VA,call.colorschemeas.com_VA,1,2024-02-12
cdn.fleshbot.com,15920309593055310684,2024-02-12,CMS,cdn.fleshbot.com_CMS,1,2024-02-12
cdn.flyspecialline.com,74198686107399967946,2024-02-12,VA,cdn.flyspecialline.com_VA,2,2024-02-12
cdn.sex.com,15920309593055310684,2024-02-12,CMS,cdn.sex.com_CMS,4,2024-02-12
cdn4.nsfw.xxx,15920309593055310684,2024-02-12,CMS,cdn4.nsfw.xxx_CMS,1,2024-02-12
cdn5-images.motherlessmedia.com,15920309593055310684,2024-02-12,CMS,cdn5-images.motherlessmedia.com_CMS,4,2024-02-12
chastity@coalcountryhealth.com,13520457953477229971,2024-02-12,HHS,chastity@coalcountryhealth.com_HHS,6,2024-02-12
code.jquery.com,13983566077459384977,2024-02-12,FDA,code.jquery.com_FDA,7,2024-02-12
code.jquery.com,13520457953477229971,2024-02-12,HHS,code.jquery.com_HHS,23,2024-02-12
code.jquery.com,35664937356778434955,2024-02-12,HRSA,code.jquery.com_HRSA,877,2024-02-12
code.jquery.com,64853912235916233429,2024-02-12,OS,code.jquery.com_OS,82,2024-02-12
copier@va.gov,74198686107399967946,2024-02-12,VA,copier@va.gov_VA,4,2024-02-12
dse@eumail.docusign.net,13520457953477229971,2024-02-12,HHS,dse@eumail.docusign.net_HHS,6,2024-02-12
dse@eumail.docusign.net,74198686107399967946,2024-02-12,VA,dse@eumail.docusign.net_VA,3,2024-02-12
eprimus@nca-hq.com,74198686107399967946,2024-02-12,VA,eprimus@nca-hq.com_VA,3,2024-02-12
get.specialcraftbox.com,74198686107399967946,2024-02-12,VA,get.specialcraftbox.com_VA,1,2024-02-12
googlealerts-noreply@google.com,13983566077459384977,2024-02-12,FDA,googlealerts-noreply@google.com_FDA,574,2024-02-12
googlealerts-noreply@google.com,13520457953477229971,2024-02-12,HHS,googlealerts-noreply@google.com_HHS,20,2024-02-12
gquintana@episcopado.cl,13983566077459384977,2024-02-12,FDA,gquintana@episcopado.cl_FDA,3,2024-02-12
gquintana@episcopado.cl,13520457953477229971,2024-02-12,HHS,gquintana@episcopado.cl_HHS,24,2024-02-12
gquintana@episcopado.cl,74198686107399967946,2024-02-12,VA,gquintana@episcopado.cl_VA,2,2024-02-12
grobinson@blueridgeinfosystems.com,13983566077459384977,2024-02-12,FDA,grobinson@blueridgeinfosystems.com_FDA,9,2024-02-12
grobinson@blueridgeinfosystems.com,13520457953477229971,2024-02-12,HHS,grobinson@blueridgeinfosystems.com_HHS,21,2024-02-12
https://bitbucket.org/,74198686107399967946,2024-02-12,VA,https://bitbucket.org/_VA,11,2024-02-12
hwells@101mobility.com,74198686107399967946,2024-02-12,VA,hwells@101mobility.com_VA,5,2024-02-12
i.postimg.cc,13983566077459384977,2024-02-12,FDA,i.postimg.cc_FDA,3,2024-02-12
i.postimg.cc,35664937356778434955,2024-02-12,HRSA,i.postimg.cc_HRSA,4,2024-02-12
imagecdn.clips4sale.com,15920309593055310684,2024-02-12,CMS,imagecdn.clips4sale.com_CMS,1,2024-02-12
international.standardbank.com/,00818860012482918321,2024-02-12,CDC,international.standardbank.com/_CDC,6,2024-02-12
lharris@metrohealthdc.org,13520457953477229971,2024-02-12,HHS,lharris@metrohealthdc.org_HHS,3,2024-02-12
loneillderemee@ebch.org,74198686107399967946,2024-02-12,VA,loneillderemee@ebch.org_VA,4,2024-02-12
mailer@covideo.com,74198686107399967946,2024-02-12,VA,mailer@covideo.com_VA,2,2024-02-12
moorerd@nixonmedical.com,13520457953477229971,2024-02-12,HHS,moorerd@nixonmedical.com_HHS,3,2024-02-12
near.flyspecialline.com,74198686107399967946,2024-02-12,VA,near.flyspecialline.com_VA,8,2024-02-12
new.listwithstats.com,74198686107399967946,2024-02-12,VA,new.listwithstats.com_VA,1,2024-02-12
noreply@thermo.com,74198686107399967946,2024-02-12,VA,noreply@thermo.com_VA,1,2024-02-12
porngifmag.com,15920309593055310684,2024-02-12,CMS,porngifmag.com_CMS,1,2024-02-12
prezi.com,64853912235916233429,2024-02-12,OS,prezi.com_OS,3,2024-02-12
