indicator,API_UserName,obs_date,OpDiv,indicator_key,observations,curr_date
103.77.192.14,64853912235916233429,2024-02-11,OS,103.77.192.14_OS,2,2024-02-11
104.18.32.191,74198686107399967946,2024-02-11,VA,104.18.32.191_VA,44,2024-02-11
104.21.2.24,74198686107399967946,2024-02-11,VA,104.21.2.24_VA,1,2024-02-11
104.37.135.145,74198686107399967946,2024-02-11,VA,104.37.135.145_VA,4,2024-02-11
108.61.171.103,15920309593055310684,2024-02-11,CMS,108.61.171.103_CMS,42322,2024-02-11
137.184.127.176,15920309593055310684,2024-02-11,CMS,137.184.127.176_CMS,4,2024-02-11
137.184.127.176,13983566077459384977,2024-02-11,FDA,137.184.127.176_FDA,24,2024-02-11
137.184.127.176,64853912235916233429,2024-02-11,OS,137.184.127.176_OS,7,2024-02-11
137.184.127.176,74198686107399967946,2024-02-11,VA,137.184.127.176_VA,7,2024-02-11
138.199.21.209,13983566077459384977,2024-02-11,FDA,138.199.21.209_FDA,6,2024-02-11
138.199.21.209,64853912235916233429,2024-02-11,OS,138.199.21.209_OS,1,2024-02-11
142.4.218.114,13983566077459384977,2024-02-11,FDA,142.4.218.114_FDA,10,2024-02-11
142.4.218.114,64853912235916233429,2024-02-11,OS,142.4.218.114_OS,2,2024-02-11
146.70.103.228,74198686107399967946,2024-02-11,VA,146.70.103.228_VA,3,2024-02-11
146.70.45.166,74198686107399967946,2024-02-11,VA,146.70.45.166_VA,20,2024-02-11
146.70.45.182,64853912235916233429,2024-02-11,OS,146.70.45.182_OS,4,2024-02-11
146.70.45.221,74198686107399967946,2024-02-11,VA,146.70.45.221_VA,4,2024-02-11
171.25.193.20,64853912235916233429,2024-02-11,OS,171.25.193.20_OS,6,2024-02-11
171.25.193.25,13983566077459384977,2024-02-11,FDA,171.25.193.25_FDA,2,2024-02-11
171.25.193.25,35664937356778434955,2024-02-11,HRSA,171.25.193.25_HRSA,7,2024-02-11
171.25.193.25,64853912235916233429,2024-02-11,OS,171.25.193.25_OS,2,2024-02-11
171.25.193.77,15920309593055310684,2024-02-11,CMS,171.25.193.77_CMS,8,2024-02-11
171.25.193.77,13983566077459384977,2024-02-11,FDA,171.25.193.77_FDA,2,2024-02-11
171.25.193.77,64853912235916233429,2024-02-11,OS,171.25.193.77_OS,19,2024-02-11
171.25.193.77,74198686107399967946,2024-02-11,VA,171.25.193.77_VA,39,2024-02-11
171.25.193.78,64853912235916233429,2024-02-11,OS,171.25.193.78_OS,6,2024-02-11
171.25.193.78,74198686107399967946,2024-02-11,VA,171.25.193.78_VA,12,2024-02-11
